date,source,medium,delivery_available,device_type,promo_activated,filter_used,pageviews,visits,productClick,addToCart,checkout,transactions,revenue,ad spend
2020-09-24,google,cpc,yes,mobile,yes,no,3266,133,3830,766,1304.32,93,"₱614,874","₱759,881"
2020-09-24,facebook,organic,no data,PC,yes,no,1590,289,2830,566,450.56,38,"₱275,663","₱118,383"
2020-09-24,google,organic,no data,PC,yes,no,2582,450,4170,834,800,58,"₱386,211","₱507,274"
2020-09-24,google,organic,no data,PC,yes,yes,172,16,360,72,65.28,3,"₱18,497","₱258,913"
2020-09-24,facebook,organic,no data,PC,no,no,2933,779,4080,816,573.44,57,"₱347,926","₱884,713"
2020-09-24,facebook,cpc,no data,PC,yes,no,3813,757,7410,1474,1038.08,86,"₱635,996","₱348,978"
2020-09-24,(direct),(none),no data,PC,no,no,1174,338,1540,288,254.72,28,"₱125,037","₱611,005"
2020-08-25,tiktok,cpa,no data,mobile,yes,no,3009,186,1720,344,741.12,31,"₱188,890","₱214,508"
2020-08-25,facebook,organic,no data,mobile,no,no,10087,1505,4090,818,1313.28,81,"₱443,273","₱160,585"
2020-08-25,google,organic,no data,mobile,no,no,16017,2379,6060,1212,2126.08,100,"₱461,179","₱728,646"
2020-08-25,google,cpc,no data,mobile,no,no,10654,1481,3530,706,771.84,50,"₱263,979","₱389,131"
2020-08-25,(direct),(none),no data,mobile,no,no,4351,936,1470,294,384,26,"₱136,384","₱328,112"
2020-08-25,facebook,organic,no data,PC,no,no,3495,822,3280,656,481.28,43,"₱291,492","₱691,715"
2020-08-25,google,organic,no data,mobile,yes,no,4978,269,3130,626,1112.32,40,"₱227,661","₱318,718"
2020-08-25,facebook,cpc,yes,mobile,no,no,3744,124,3480,696,899.84,87,"₱663,415","₱194,886"
2020-08-25,facebook,cpc,no data,mobile,no,no,10337,1529,2990,598,782.08,36,"₱181,572","₱529,478"
2020-08-25,instagram,cpc,no data,mobile,no,no,672,94,320,64,98.56,5,"₱21,333","₱151,388"
2020-08-25,facebook,organic,no data,mobile,yes,no,3943,219,2520,504,970.24,43,"₱221,391","₱451,708"
2020-08-25,facebook,cpc,yes,PC,no,no,538,24,740,148,130.56,19,"₱236,455","₱391,367"
2020-08-25,facebook,cpc,no data,PC,no,no,1368,386,1180,236,183.04,16,"₱105,439","₱454,148"
2020-08-25,google,organic,no data,PC,no,no,5193,870,3770,754,688.64,61,"₱330,178","₱552,278"
2020-08-25,(direct),(none),no data,PC,no,no,2236,415,1700,332,295.68,34,"₱224,233","₱507,273"
2020-08-25,google,cpc,no data,PC,yes,no,3786,435,3440,688,381.44,40,"₱248,414","₱546,878"
2020-08-25,facebook,cpc,no data,PC,yes,no,6538,825,8140,1628,1090.56,67,"₱514,070","₱122,319"
2020-01-22,google,organic,no data,mobile,no,no,5163,1938,5950,1188,966.4,130,"₱724,747","₱265,650"
2020-01-22,(direct),(none),no data,PC,yes,no,2171,793,3500,700,290.56,43,"₱337,428","₱113,633"
2020-01-22,facebook,cpc,no data,mobile,no,no,3388,1348,4710,942,689.92,79,"₱496,364","₱848,013"
2020-01-22,facebook,organic,no data,mobile,no,no,2982,1098,3920,784,620.8,75,"₱458,727","₱609,959"
2020-01-22,facebook,cpc,no data,mobile,yes,no,1951,312,4350,870,832,92,"₱578,634","₱492,337"
2020-01-22,(direct),(none),no data,mobile,no,no,1834,837,1330,266,224,28,"₱189,860","₱662,462"
2020-01-22,google,cpc,no data,mobile,no,no,2864,1132,4260,850,604.16,77,"₱501,932","₱924,989"
2020-01-22,google,cpc,no data,PC,yes,no,1330,164,3770,754,392.96,53,"₱366,296","₱548,493"
2020-01-22,facebook,organic,no data,PC,yes,no,1677,222,4040,806,512,73,"₱614,832","₱875,501"
2020-01-22,google,organic,no data,PC,no,no,4141,1321,7630,1524,732.16,113,"₱790,055","₱232,011"
2020-01-22,(direct),(none),no data,PC,no,no,1837,985,1440,286,207.36,36,"₱168,928","₱541,235"
2020-07-07,facebook,cpc,no data,mobile,yes,no,1641,292,4210,842,1168.64,31,"₱211,057","₱978,937"
2020-07-07,facebook,cpc,yes,mobile,yes,no,1347,97,3270,654,1367.04,76,"₱545,548","₱898,093"
2020-07-07,tiktok,cpa,no data,mobile,yes,no,1100,247,1610,320,769.28,39,"₱246,516","₱310,621"
2020-07-07,(direct),(none),no data,mobile,no,no,2620,1114,2420,484,655.36,41,"₱301,004","₱472,411"
2020-07-07,google,organic,no data,mobile,no,no,6517,2332,7210,1440,2269.44,123,"₱719,274","₱216,508"
2020-07-07,facebook,cpc,no data,mobile,no,no,4159,1682,5550,1110,1025.28,65,"₱396,177","₱326,352"
2020-07-07,google,cpc,no data,mobile,no,no,3634,1554,4740,948,948.48,54,"₱324,463","₱100,708"
2020-07-07,google,organic,yes,mobile,no,no,2063,167,4550,910,1239.04,125,"₱766,913","₱188,769"
2020-07-07,google,organic,yes,mobile,yes,no,1446,91,2740,546,1107.2,82,"₱471,709","₱752,577"
2020-07-07,facebook,cpc,yes,mobile,no,no,1328,117,3210,642,842.24,89,"₱572,497","₱444,754"
2020-07-07,tiktok,cpa,no data,mobile,no,no,2277,1081,370,74,161.28,10,"₱38,312","₱361,979"
2020-07-07,facebook,organic,no data,mobile,no,no,4237,1580,4990,998,1529.6,81,"₱408,773","₱659,202"
2020-07-07,google,organic,yes,PC,no,no,1096,80,2520,504,472.32,65,"₱501,563","₱732,217"
2020-07-07,facebook,organic,no data,PC,no,no,2539,949,4350,872,546.56,63,"₱415,248","₱477,554"
2020-07-07,facebook,cpc,yes,PC,yes,no,1920,116,5070,1012,1107.2,82,"₱829,210","₱921,833"
2020-07-07,facebook,organic,yes,PC,yes,no,669,47,1410,282,399.36,33,"₱263,441","₱715,313"
2020-07-07,tiktok,cpa,no data,PC,yes,no,1720,289,3190,638,785.92,83,"₱531,380","₱297,686"
2020-07-07,google,organic,no data,PC,no,no,3120,962,5340,1068,922.88,84,"₱528,364","₱907,396"
2020-07-07,(direct),(none),no data,PC,no,no,1285,451,2060,410,380.16,44,"₱329,419","₱840,780"
2020-06-14,(direct),(none),no data,mobile,yes,no,1039,186,2500,500,922.88,46,"₱279,049","₱449,505"
2020-06-14,google,cpc,yes,mobile,no,no,1442,137,3860,772,1856,100,"₱651,282","₱280,832"
2020-06-14,facebook,cpc,yes,mobile,no,no,1662,160,3810,762,1995.52,118,"₱723,339","₱782,378"
2020-06-14,facebook,cpc,no data,mobile,no,no,4450,2007,5590,1120,1619.2,74,"₱333,152","₱571,217"
2020-06-14,google,organic,no data,mobile,no,no,6401,2471,6250,1250,2906.88,114,"₱506,946","₱572,338"
2020-06-14,google,cpc,no data,mobile,no,no,4195,2010,4870,974,1288.96,61,"₱279,291","₱860,728"
2020-06-14,(direct),(none),no data,mobile,no,no,1970,873,1890,378,645.12,36,"₱166,070","₱449,628"
2020-06-14,google,organic,no data,PC,no,no,2840,959,4380,876,1130.24,75,"₱357,586","₱888,964"
2020-06-14,google,cpc,no data,mobile,yes,no,1644,355,4150,830,1242.88,53,"₱311,761","₱721,318"
2020-06-14,google,organic,yes,mobile,no,no,1893,173,4350,868,2396.16,136,"₱821,755","₱276,750"
2020-06-14,facebook,organic,yes,mobile,yes,no,1507,113,3110,620,1977.6,104,"₱613,308","₱865,543"
2020-06-14,google,cpc,no data,mobile,no,yes,107,24,350,70,64,4,"₱15,228","₱208,762"
2020-06-14,google,organic,no data,mobile,yes,no,2971,522,6400,1282,2576.64,128,"₱773,335","₱195,781"
2020-06-14,tiktok,cpa,no data,mobile,yes,no,1106,212,2060,412,917.76,39,"₱224,681","₱701,893"
2020-06-14,facebook,cpc,no data,PC,no,no,1119,519,1790,358,395.52,22,"₱111,355","₱410,783"
2020-06-14,instagram,cpc,no data,PC,no,no,257,91,730,146,129.28,9,"₱40,173","₱217,251"
2020-06-14,facebook,organic,no data,mobile,no,no,4322,1728,5080,1014,1968.64,82,"₱394,289","₱490,712"
2020-06-14,facebook,cpc,no data,mobile,yes,no,2836,572,6920,1384,2616.32,106,"₱559,684","₱436,255"
2020-06-14,tiktok,cpa,no data,mobile,no,no,1863,843,420,84,195.84,6,"₱33,060","₱281,489"
2020-06-14,tiktok,cpa,no data,PC,no,no,596,241,380,76,158.72,9,"₱45,614","₱869,961"
2020-06-14,facebook,organic,no data,PC,yes,no,1436,229,3450,690,1198.08,76,"₱441,533","₱316,050"
2020-06-14,instagram,cpc,no data,mobile,yes,no,203,66,430,86,102.4,3,"₱10,219","₱276,461"
2020-06-14,facebook,cpc,no data,PC,yes,no,3060,767,7680,1536,1927.68,130,"₱786,454","₱437,320"
2020-06-14,google,organic,no data,PC,yes,no,2344,348,5840,1168,2129.92,128,"₱780,991","₱502,440"
2020-06-14,google,organic,yes,PC,yes,no,1569,107,3200,640,1798.4,99,"₱629,052","₱117,499"
2020-06-14,google,cpc,no data,PC,yes,no,1767,451,4190,838,1291.52,68,"₱381,872","₱853,188"
2020-06-14,facebook,organic,no data,PC,no,no,2083,803,3230,644,842.24,46,"₱220,706","₱561,594"
2020-08-10,facebook,cpc,yes,mobile,no,no,1231,111,2930,586,788.48,79,"₱483,272","₱799,925"
2020-08-10,facebook,organic,no data,mobile,no,no,3800,1563,4290,858,1486.08,82,"₱409,638","₱859,820"
2020-08-10,google,organic,no data,mobile,no,no,6357,2409,5920,1184,2136.32,111,"₱501,220","₱506,035"
2020-08-10,instagram,cpc,no data,mobile,no,no,307,145,450,90,85.76,5,"₱23,574","₱229,153"
2020-08-10,google,cpc,no data,mobile,no,no,3513,1538,4310,862,829.44,43,"₱280,230","₱954,753"
2020-08-10,tiktok,cpa,no data,mobile,yes,no,913,168,1600,320,652.8,26,"₱145,881","₱794,262"
2020-08-10,tiktok,cpa,no data,mobile,no,no,2017,850,440,88,204.8,10,"₱38,781","₱182,640"
2020-08-10,(direct),(none),no data,mobile,no,no,2075,1025,1380,276,405.76,18,"₱74,488","₱483,538"
2020-08-10,facebook,cpc,no data,mobile,no,no,3912,1773,4460,892,1036.8,46,"₱270,312","₱916,270"
2020-08-10,google,organic,no data,PC,no,no,2591,828,4970,994,712.96,59,"₱406,163","₱208,049"
2020-08-10,tiktok,cpa,yes,mobile,yes,no,624,48,1180,236,574.72,35,"₱209,654","₱907,235"
2020-08-10,facebook,organic,no data,mobile,yes,no,1576,324,3260,652,1433.6,51,"₱311,318","₱296,611"
2020-08-10,google,cpc,no data,mobile,yes,no,1180,291,3080,616,948.48,12,"₱59,682","₱504,072"
2020-08-10,tiktok,cpa,no data,PC,yes,no,1381,243,3020,604,728.32,52,"₱379,283","₱645,725"
2020-08-10,facebook,cpc,no data,PC,yes,no,3168,913,7600,1520,984.32,61,"₱550,868","₱862,787"
2020-08-10,facebook,organic,no data,PC,no,no,2530,902,4770,954,657.92,58,"₱429,738","₱921,027"
2020-08-10,(direct),(none),no data,PC,no,no,1268,447,2080,398,409.6,44,"₱305,533","₱812,147"
2020-08-10,(direct),(none),no data,PC,yes,no,800,196,1780,352,284.16,28,"₱182,558","₱199,691"
2020-07-15,google,organic,yes,mobile,no,no,2160,183,5010,1002,1431.04,153,"₱969,923","₱970,411"
2020-07-15,google,cpc,yes,mobile,yes,no,872,67,2020,404,679.68,53,"₱352,165","₱648,717"
2020-07-15,facebook,cpc,no data,mobile,no,no,4804,2119,5190,1038,1168.64,75,"₱398,745","₱378,871"
2020-07-15,facebook,cpc,yes,mobile,no,no,1518,139,3460,692,952.32,99,"₱637,061","₱590,414"
2020-07-15,google,cpc,no data,mobile,no,no,3517,1513,4730,946,962.56,55,"₱286,599","₱129,889"
2020-07-15,google,cpc,no data,mobile,yes,no,956,194,2480,496,762.88,24,"₱91,165","₱757,066"
2020-07-15,google,organic,no data,mobile,no,no,6178,2296,6830,1366,2000.64,116,"₱505,660","₱335,784"
2020-07-15,facebook,organic,no data,mobile,no,no,3812,1548,3960,792,1393.92,68,"₱309,277","₱895,538"
2020-07-15,tiktok,cpa,no data,mobile,no,no,2113,987,360,72,166.4,10,"₱36,825","₱305,980"
2020-07-15,tiktok,cpa,no data,mobile,yes,no,858,190,1280,254,629.76,35,"₱281,927","₱158,508"
2020-07-15,(direct),(none),no data,mobile,no,no,2235,966,1890,376,526.08,38,"₱189,607","₱176,685"
2020-07-15,google,organic,no data,PC,no,no,3162,953,5940,1188,1076.48,101,"₱571,801","₱941,550"
2020-07-15,facebook,organic,no data,mobile,yes,no,1188,202,2440,488,788.48,51,"₱302,644","₱706,589"
2020-07-15,facebook,cpc,no data,mobile,yes,no,1715,316,4760,952,1432.32,51,"₱302,765","₱668,994"
2020-07-15,google,organic,no data,PC,yes,no,1813,353,4090,818,775.68,92,"₱591,658","₱407,842"
2020-07-15,google,cpc,no data,PC,no,no,419,169,680,134,128,12,"₱81,485","₱841,653"
2020-07-15,facebook,organic,no data,PC,yes,no,1111,193,3240,644,497.92,48,"₱313,263","₱500,936"
2020-07-15,google,cpc,no data,PC,yes,no,1284,370,3620,724,448,46,"₱331,270","₱476,091"
2020-07-15,facebook,organic,no data,PC,no,no,2296,880,3930,784,570.88,61,"₱350,958","₱549,941"
2020-07-15,(direct),(none),no data,PC,no,no,1252,406,2330,446,505.6,47,"₱284,801","₱549,139"
2020-07-15,tiktok,cpa,no data,PC,no,no,430,192,310,62,75.52,6,"₱39,672","₱568,542"
2020-07-15,facebook,cpc,no data,PC,yes,no,2944,849,7620,1514,1088,86,"₱657,377","₱318,480"
2020-04-22,facebook,cpc,no data,mobile,no,no,4569,1787,5600,1120,824.32,98,"₱552,244","₱562,929"
2020-04-22,google,cpc,no data,mobile,yes,no,4231,478,9840,1968,1623.04,178,"₱990,561","₱796,855"
2020-04-22,facebook,organic,no data,PC,yes,no,3403,345,7650,1530,1159.68,151,"₱864,680","₱153,129"
2020-04-22,google,organic,no data,mobile,no,no,6587,2158,6430,1286,1218.56,143,"₱772,328","₱585,127"
2020-04-22,(direct),(none),no data,mobile,no,no,2672,1131,1470,294,252.16,33,"₱186,686","₱655,981"
2020-04-22,tiktok,cpa,no data,mobile,no,no,1411,668,520,104,74.24,6,"₱31,984","₱610,206"
2020-04-22,facebook,organic,no data,mobile,no,no,4015,1439,4440,888,710.4,72,"₱431,072","₱619,489"
2020-04-22,google,organic,no data,PC,no,no,4411,1313,5510,1102,783.36,105,"₱513,237","₱804,688"
2020-04-22,facebook,organic,no data,PC,no,no,3229,1075,4720,944,549.12,65,"₱367,683","₱826,589"
2020-04-22,instagram,cpc,no data,mobile,no,no,414,152,780,154,104.96,8,"₱38,016","₱113,694"
2020-04-22,facebook,cpc,no data,PC,no,no,4319,1694,6280,1258,675.84,85,"₱591,294","₱875,893"
2020-04-22,google,cpc,no data,mobile,no,no,3348,1370,3930,788,547.84,59,"₱371,680","₱723,472"
2020-04-22,google,cpc,no data,PC,yes,no,3017,316,6910,1382,901.12,135,"₱752,376","₱345,106"
2020-04-22,google,cpc,no data,PC,no,no,2544,921,3680,736,380.16,45,"₱273,407","₱199,128"
2020-04-22,(direct),(none),no data,PC,no,no,1728,628,1160,232,273.92,48,"₱244,918","₱929,825"
2020-04-22,(direct),(none),no data,PC,yes,no,2053,328,3590,718,552.96,66,"₱393,910","₱163,803"
2020-04-22,google,organic,no data,mobile,yes,no,5235,621,9730,1944,1867.52,204,"₱1,069,815","₱464,103"
2020-07-28,facebook,cpc,yes,mobile,no,no,1174,116,2800,560,879.36,84,"₱570,504","₱387,380"
2020-07-28,google,organic,no data,mobile,yes,no,2017,369,4470,894,1760,69,"₱399,225","₱890,585"
2020-07-28,google,cpc,no data,mobile,no,no,3335,1456,3580,714,835.84,46,"₱248,382","₱413,650"
2020-07-28,tiktok,cpa,no data,mobile,no,no,2082,865,400,80,192,8,"₱31,737","₱185,462"
2020-07-28,facebook,cpc,no data,mobile,no,no,3952,1653,4110,822,974.08,53,"₱270,828","₱495,022"
2020-07-28,google,organic,no data,mobile,no,no,6382,2346,6380,1276,2142.72,126,"₱588,036","₱518,763"
2020-07-28,facebook,organic,no data,mobile,no,no,3842,1617,4050,810,1214.72,69,"₱303,931","₱523,139"
2020-07-28,facebook,cpc,no data,mobile,yes,no,1824,415,4380,876,1576.96,43,"₱265,192","₱762,423"
2020-07-28,(direct),(none),no data,mobile,no,no,1886,912,1190,238,373.76,26,"₱101,405","₱612,112"
2020-07-28,google,organic,no data,PC,yes,no,2025,318,5090,1018,951.04,99,"₱636,592","₱749,631"
2020-07-28,google,organic,yes,PC,yes,no,965,67,2240,448,569.6,58,"₱393,978","₱773,884"
2020-07-28,facebook,cpc,yes,PC,yes,no,1789,121,4410,882,1160.96,78,"₱749,587","₱748,604"
2020-07-28,google,cpc,no data,PC,yes,no,1518,424,3540,708,483.84,46,"₱274,240","₱708,132"
2020-07-28,google,organic,yes,PC,no,no,745,65,2160,432,444.16,52,"₱402,061","₱585,154"
2020-07-28,google,organic,no data,PC,no,no,2722,882,5170,1034,704,70,"₱452,168","₱743,010"
2020-07-28,facebook,cpc,no data,PC,yes,no,2761,825,6320,1264,866.56,73,"₱514,971","₱331,567"
2020-07-28,facebook,organic,no data,PC,no,no,2282,908,4070,814,623.36,49,"₱261,432","₱709,267"
2020-08-02,(direct),(none),no data,mobile,yes,no,1020,169,2340,468,814.08,34,"₱201,202","₱957,651"
2020-08-02,google,cpc,no data,mobile,no,no,4961,2132,5400,1080,1276.16,68,"₱388,447","₱805,368"
2020-08-02,google,organic,no data,mobile,no,no,7870,3027,7220,1444,2333.44,132,"₱641,775","₱104,558"
2020-08-02,facebook,organic,no data,mobile,no,no,5326,2108,5510,1104,1927.68,127,"₱630,175","₱432,179"
2020-08-02,facebook,cpc,no data,mobile,no,no,6422,2593,7260,1452,1880.32,99,"₱572,391","₱517,049"
2020-08-02,tiktok,cpa,no data,mobile,no,no,3109,1319,460,92,261.12,15,"₱65,630","₱804,588"
2020-08-02,(direct),(none),no data,mobile,no,no,2490,1121,2560,512,679.68,39,"₱194,796","₱436,819"
2020-08-02,google,organic,no data,mobile,no,yes,329,50,830,166,241.92,11,"₱61,633","₱816,898"
2020-08-02,facebook,cpc,no data,mobile,yes,no,2889,636,7080,1416,2859.52,72,"₱425,857","₱283,224"
2020-08-02,google,organic,no data,mobile,yes,no,2983,581,6550,1310,2782.72,90,"₱551,833","₱976,507"
2020-08-02,facebook,organic,no data,mobile,yes,no,2044,418,4780,956,2010.88,78,"₱491,829","₱400,230"
2020-08-02,instagram,cpc,no data,mobile,no,no,348,170,540,108,107.52,6,"₱24,866","₱874,623"
2020-08-02,tiktok,cpa,yes,PC,yes,no,347,30,540,108,170.24,24,"₱130,479","₱535,088"
2020-08-02,google,organic,yes,PC,yes,no,1032,68,2250,450,590.08,59,"₱400,247","₱326,934"
2020-08-02,(direct),(none),yes,PC,no,no,215,21,500,98,119.04,16,"₱95,637","₱298,030"
2020-08-02,tiktok,cpa,no data,PC,yes,no,1235,257,2280,456,482.56,68,"₱417,410","₱154,995"
2020-08-02,facebook,organic,no data,PC,no,no,2034,706,3830,766,682.24,70,"₱403,643","₱178,913"
2020-08-02,facebook,cpc,no data,PC,no,no,814,308,1300,260,207.36,24,"₱156,336","₱649,796"
2020-08-02,tiktok,cpa,no data,PC,no,no,455,174,440,88,83.2,7,"₱33,524","₱419,952"
2020-08-02,google,cpc,no data,PC,yes,no,1510,349,3540,708,535.04,64,"₱398,940","₱341,785"
2020-08-02,facebook,cpc,no data,PC,yes,no,3082,774,7860,1572,1210.88,105,"₱684,817","₱749,777"
2020-08-02,google,organic,no data,PC,no,no,2425,778,4080,816,860.16,86,"₱422,092","₱821,426"
2020-08-02,facebook,organic,yes,PC,yes,no,751,45,1630,326,394.24,33,"₱290,960","₱317,387"
2020-04-29,google,cpc,yes,mobile,yes,no,660,44,1180,236,234.24,35,"₱189,997","₱405,966"
2020-04-29,google,organic,yes,mobile,yes,no,1243,73,2090,420,488.96,62,"₱321,673","₱252,075"
2020-04-29,facebook,organic,no data,mobile,yes,no,3697,433,8560,1710,1543.68,162,"₱916,585","₱422,082"
2020-04-29,facebook,organic,no data,mobile,no,no,4792,1709,4900,980,801.28,104,"₱542,949","₱752,031"
2020-04-29,facebook,organic,yes,mobile,no,no,347,28,670,134,186.88,21,"₱129,382","₱280,793"
2020-04-29,google,organic,no data,PC,no,no,4843,1466,6140,1228,810.24,117,"₱617,832","₱137,743"
2020-04-29,google,cpc,no data,mobile,yes,no,3579,424,7990,1598,1335.04,162,"₱889,615","₱816,755"
2020-04-29,(direct),(none),no data,mobile,no,no,2464,1104,1520,304,313.6,22,"₱109,921","₱821,946"
2020-04-29,google,organic,no data,mobile,no,no,7544,2421,8870,1774,1448.96,176,"₱924,973","₱774,773"
2020-04-29,tiktok,cpa,no data,mobile,no,no,3202,1147,760,152,130.56,13,"₱66,210","₱554,079"
2020-04-29,tiktok,cpa,no data,mobile,yes,no,1567,215,2830,566,593.92,61,"₱353,057","₱873,868"
2020-04-29,facebook,organic,yes,mobile,yes,no,655,44,1210,242,282.88,37,"₱243,004","₱710,113"
2020-04-29,(direct),(none),no data,PC,yes,no,2075,359,3610,722,520.96,76,"₱400,453","₱605,290"
2020-04-29,google,organic,no data,mobile,no,yes,265,36,920,184,64,8,"₱31,589","₱967,053"
2020-04-29,instagram,cpc,no data,mobile,no,no,282,134,460,92,40.96,6,"₱36,993","₱212,731"
2020-04-29,google,organic,no data,mobile,yes,no,5378,672,10200,2040,2112,222,"₱1,232,173","₱332,268"
2020-04-29,facebook,organic,no data,PC,no,no,3728,1296,4830,966,569.6,79,"₱458,237","₱918,209"
2020-04-29,google,cpc,no data,mobile,no,no,3275,1312,4440,890,602.88,61,"₱350,884","₱580,480"
2020-04-29,facebook,cpc,yes,mobile,yes,no,1026,59,2060,412,375.04,50,"₱281,785","₱248,399"
2020-04-29,facebook,cpc,yes,PC,no,no,407,33,850,170,172.8,26,"₱164,309","₱583,179"
2020-04-29,google,organic,no data,PC,yes,no,5587,529,11620,2326,1638.4,241,"₱1,332,508","₱156,873"
2020-04-29,google,organic,yes,PC,no,no,428,27,780,156,139.52,25,"₱136,495","₱126,647"
2020-04-29,google,cpc,no data,PC,no,no,2422,802,3700,738,544,56,"₱413,340","₱746,068"
2020-04-29,facebook,organic,no data,PC,yes,no,3123,358,6990,1398,993.28,132,"₱782,583","₱293,507"
2020-04-29,facebook,cpc,no data,PC,yes,no,5337,745,12090,2416,1536,229,"₱1,501,752","₱257,738"
2020-04-29,facebook,cpc,no data,PC,no,no,4306,1558,6650,1330,751.36,97,"₱642,065","₱399,754"
2020-04-29,(direct),(none),no data,PC,no,no,1704,666,1570,314,294.4,44,"₱202,483","₱106,210"
2020-04-29,tiktok,cpa,no data,PC,no,no,1436,505,460,92,51.2,7,"₱38,892","₱513,032"
2020-03-15,facebook,cpc,no data,mobile,yes,no,3503,499,7450,1486,1491.2,164,"₱1,076,280","₱379,212"
2020-03-15,google,organic,no data,mobile,yes,no,3549,473,7110,1422,1537.28,171,"₱1,022,413","₱340,001"
2020-03-15,facebook,organic,no data,mobile,no,no,5286,1856,6940,1388,1181.44,148,"₱832,622","₱476,370"
2020-03-15,google,organic,yes,mobile,no,no,796,61,1390,278,325.12,54,"₱282,471","₱930,230"
2020-03-15,facebook,cpc,no data,PC,no,no,4309,1510,6940,1382,881.92,134,"₱885,428","₱415,371"
2020-03-15,google,organic,no data,mobile,no,no,7573,2706,9210,1842,1521.92,200,"₱1,035,337","₱553,141"
2020-03-15,(direct),(none),no data,PC,no,no,2079,764,2330,464,332.8,60,"₱360,992","₱325,852"
2020-03-15,tiktok,cpa,no data,mobile,no,no,2602,1118,890,178,170.24,14,"₱81,200","₱123,063"
2020-03-15,google,cpc,no data,mobile,no,no,4723,1799,6790,1358,1022.72,132,"₱815,380","₱606,785"
2020-03-15,google,cpc,no data,PC,no,no,2784,984,4790,958,563.2,81,"₱580,823","₱668,060"
2020-03-15,(direct),(none),no data,PC,yes,no,2049,348,3810,760,637.44,94,"₱582,046","₱225,522"
2020-03-15,cityads,cpa,no data,PC,yes,no,451,70,650,128,162.56,22,"₱123,804","₱111,350"
2020-03-15,google,organic,no data,PC,no,no,5730,1798,8170,1634,1160.96,184,"₱994,473","₱637,015"
2020-03-15,tiktok,cpa,no data,PC,yes,no,2278,308,3430,686,707.84,108,"₱659,956","₱293,196"
2020-03-15,google,cpc,no data,mobile,yes,no,2581,357,5520,1106,1053.44,126,"₱800,853","₱146,491"
2020-03-15,instagram,cpc,no data,mobile,no,no,474,185,780,156,122.88,19,"₱116,501","₱547,162"
2020-03-15,facebook,cpc,no data,mobile,no,no,5414,1942,8310,1660,1265.92,160,"₱1,016,028","₱595,211"
2020-03-15,(direct),(none),no data,mobile,no,no,2946,1207,2690,538,394.24,59,"₱350,636","₱631,554"
2020-03-15,facebook,organic,no data,PC,no,no,4182,1406,6420,1280,888.32,110,"₱640,942","₱528,679"
2020-01-01,facebook,cpc,no data,mobile,no,no,5717,2255,7930,1586,1292.8,147,"₱815,765","₱136,467"
2020-01-01,google,organic,no data,mobile,no,no,10375,3663,12290,2462,2373.12,280,"₱1,540,570","₱592,764"
2020-01-01,facebook,cpc,no data,mobile,yes,no,2741,433,6170,1234,1250.56,127,"₱790,682","₱253,631"
2020-01-01,google,cpc,no data,mobile,no,no,6123,2358,9800,1960,1560.32,156,"₱962,990","₱573,086"
2020-01-01,facebook,organic,no data,mobile,no,no,5832,2113,7460,1494,1388.8,152,"₱848,493","₱832,576"
2020-01-01,(direct),(none),no data,mobile,no,no,2628,1102,2560,514,413.44,45,"₱242,925","₱945,114"
2020-01-01,google,organic,no data,mobile,no,yes,379,52,620,124,124.16,9,"₱37,832","₱307,741"
2020-01-01,google,organic,no data,PC,no,no,4385,1286,6500,1300,1043.2,156,"₱921,203","₱280,052"
2020-01-01,google,organic,no data,mobile,yes,no,3739,563,6940,1388,1465.6,148,"₱905,833","₱579,953"
2020-01-01,google,cpc,no data,mobile,yes,no,2386,436,5430,1086,1099.52,93,"₱593,198","₱868,579"
2020-01-01,facebook,organic,no data,PC,no,no,2417,867,3760,752,512,72,"₱428,409","₱567,999"
2020-01-01,google,cpc,no data,PC,no,no,1665,532,2920,584,390.4,50,"₱294,482","₱989,854"
2020-01-01,google,cpc,no data,PC,yes,no,1110,143,2550,510,398.08,45,"₱298,689","₱715,555"
2020-01-01,facebook,cpc,yes,PC,yes,no,558,32,1200,240,200.96,29,"₱192,945","₱396,474"
2020-01-01,facebook,cpc,no data,PC,no,no,2316,857,3980,792,549.12,72,"₱437,853","₱581,695"
2020-01-01,(direct),(none),no data,PC,no,no,1120,396,1310,262,220.16,40,"₱259,075","₱381,727"
2020-01-01,(direct),(none),no data,mobile,yes,no,1428,253,2810,562,687.36,53,"₱325,833","₱554,111"
2020-01-01,facebook,organic,no data,PC,yes,no,1521,207,3240,646,513.28,74,"₱477,245","₱688,800"
2020-07-14,google,organic,no data,mobile,no,no,5807,2244,5310,1062,1756.16,104,"₱524,773","₱979,823"
2020-07-14,google,organic,yes,mobile,no,no,1903,166,4150,832,1216,136,"₱818,021","₱152,711"
2020-07-14,google,organic,yes,mobile,yes,no,1724,116,3340,668,1249.28,92,"₱591,558","₱393,609"
2020-07-14,facebook,organic,no data,mobile,no,no,3740,1509,4370,874,1428.48,73,"₱344,341","₱895,424"
2020-07-14,facebook,cpc,yes,mobile,no,no,1222,114,3070,614,839.68,75,"₱482,871","₱757,170"
2020-07-14,tiktok,cpa,no data,mobile,no,no,1902,885,360,72,185.6,7,"₱25,415","₱628,669"
2020-07-14,google,cpc,no data,mobile,no,no,3360,1483,4000,800,768,45,"₱243,727","₱677,743"
2020-07-14,facebook,cpc,no data,mobile,no,no,3778,1558,4250,850,1011.2,66,"₱377,290","₱733,962"
